baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	type	dynamic
ENSG00000172260	192.618501517089	-2.86173818521443	0.207602799341181	-13.7846801406149	3.15160342260398e-43	1.80766260851088e-41	 protein_coding	NO
ENSG00000172318	96.8468195963731	-3.27399499314541	0.31487218622244	-10.3978539115313	2.53579930294903e-25	4.60215581329369e-24	 protein_coding	NO
ENSG00000172403	2873.03162021144	-3.60433387226807	0.2936220738969	-12.2754186169725	1.22755238951272e-34	4.02617542921939e-33	 protein_coding	NO
ENSG00000172410	93.0325013870995	-6.17363093893326	0.619142191784948	-9.97126511623294	2.03618460305879e-23	3.20951543084214e-22	 protein_coding	NO
ENSG00000172461	2.73275313117213	-2.42269612808168	0.808837379503926	-2.99528210425631	0.00274191124458325	0.00552750539437597	 protein_coding	NO
ENSG00000172551	10.1479537803194	3.44492616722297	0.499427208491917	6.89775428460406	5.28310219397576e-12	3.32662607508245e-11	 protein_coding	NO
ENSG00000172554	4.06067349794101	-2.19344412515853	0.324023976729791	-6.76938832519694	1.29327993226781e-11	7.84579619164186e-11	 protein_coding	NO
ENSG00000172594	907.689749622367	-2.64362279221212	0.144687931595879	-18.2712045369195	1.4031900461664e-74	4.83428449686806e-72	 protein_coding	NO
ENSG00000172689	33.8834034913405	-7.5442086693495	0.4934461342591	-15.2888190737921	9.07813854360186e-53	9.01175602931209e-51	 protein_coding	NO
ENSG00000172724	151.216548863331	-2.2577373876241	0.314810806650945	-7.17172771685513	7.40571244713518e-13	5.08916189922306e-12	 protein_coding	NO
ENSG00000172752	10.8648068430927	-2.6295608136148	0.366699537637557	-7.17088663529715	7.45135892229162e-13	5.11881389236112e-12	 protein_coding	NO
ENSG00000172782	38.3008743921036	-2.30454698211629	0.448566573095471	-5.13758073013122	2.78297925629131e-07	1.04618176737054e-06	 protein_coding	NO
ENSG00000172828	1760.9473669168	-2.22580175035704	0.207093049629556	-10.7478341467206	6.06694674558105e-27	1.22830954407571e-25	 protein_coding	NO
ENSG00000172831	8346.7463515657	-2.16297895091534	0.17623762576603	-12.2730826718403	1.26349551964526e-34	4.14075054471753e-33	 protein_coding	NO
ENSG00000172901	10.8521235004996	-3.13512803983041	0.266096983025803	-11.7818999831592	4.83898500215565e-32	1.34774936901071e-30	 protein_coding	NO
ENSG00000172915	120.527828488809	-2.08213675024581	0.269050350116762	-7.73883679891964	1.00330467083982e-14	8.21191553106226e-14	 protein_coding	NO
ENSG00000172927	1059.38016454194	2.95521806062863	0.228726432427063	12.920317207199	3.45713275498386e-38	1.45220828574619e-36	 protein_coding	NO
ENSG00000172935	409.54181610457	-2.54990842855016	0.213052401479762	-11.9684566371451	5.19866439757988e-33	1.53666072798832e-31	 protein_coding	NO
ENSG00000172938	0.551625515486778	-2.59337760802832	0.719486169777597	-3.60448569682718	0.000312771672310908	0.000751025712861814	 protein_coding	NO
ENSG00000172987	33.9205545242142	-3.26712337366636	0.237698612439567	-13.7448146631357	5.47129854313372e-43	3.07698625063644e-41	 protein_coding	NO
ENSG00000172995	2.65712125410644	-2.99349657049962	0.474979645562248	-6.30236810875576	2.9313195468157e-10	1.55852987654455e-09	 protein_coding	NO
ENSG00000173157	2.21033545551085	3.80845771233059	0.932552893092635	4.08390531040075	4.42850821618214e-05	0.000122394485537977	 protein_coding	NO
ENSG00000173175	239.327821761051	-2.91441065813357	0.23291513879404	-12.5127575357422	6.35781424709476e-36	2.29048917840414e-34	 protein_coding	NO
ENSG00000173237	195.863437522961	-3.71427972015316	0.352602867488317	-10.5338897173779	6.02905119131118e-26	1.14223216608769e-24	 protein_coding	NO
ENSG00000173320	40.2552851715964	-2.40912022111807	0.212320052339915	-11.3466448155409	7.70633869131647e-30	1.87726959992034e-28	 protein_coding	NO
ENSG00000173389	0.944275905725342	2.21067173058566	0.491086471502359	4.50159362733543	6.74458425037841e-06	2.11257135836973e-05	 protein_coding	NO
ENSG00000173391	219.03474045071	3.86232017400418	0.287367477060658	13.440352448753	3.50762001332765e-41	1.76016407963778e-39	 protein_coding	NO
ENSG00000173452	1.02054231586394	-2.51786222377116	0.542155070397395	-4.64417352386946	3.41440503775641e-06	1.1178134451644e-05	 protein_coding	NO
ENSG00000173557	174.206948247047	3.42660546795548	0.195555337206682	17.522433889564	9.66027883648406e-69	2.3297183043422e-66	 protein_coding	NO
ENSG00000173597	2730.8540708242	-2.66646411364526	0.229676889765781	-11.6096317586173	3.6819783130282e-31	9.70763645514664e-30	 protein_coding	NO
ENSG00000173612	5.16662333633795	2.94944672713382	0.545005816848816	5.41177109665968	6.24044287648514e-08	2.54623484325376e-07	 protein_coding	NO
ENSG00000173641	275.56518268995	-2.71863525800066	0.293576542607385	-9.26039673965515	2.03673995121781e-20	2.60131665171426e-19	 protein_coding	NO
ENSG00000173894	530.456865414536	3.59724674339087	0.175627908822189	20.4822044942346	3.10292667915033e-93	1.87079099987949e-90	 protein_coding	NO
ENSG00000173898	1329.20418432791	3.11077804960911	0.142896531369334	21.7694440851676	4.52080054628471e-105	3.86132876659543e-102	 protein_coding	NO
ENSG00000173930	29.7180956547263	-3.57483075147242	0.30540437847545	-11.7052373948194	1.19823414506093e-31	3.25763948801113e-30	 protein_coding	NO
ENSG00000174015	26.8652228446939	7.27540329761356	0.430032681080836	16.9182567225535	3.30056046577082e-64	5.98745035290584e-62	 protein_coding	NO
ENSG00000174099	823.218502412336	-2.32533004786082	0.215792942626255	-10.7757465075593	4.4813207389944e-27	9.16792353579304e-26	 protein_coding	NO
ENSG00000174123	36.0563032054303	-2.17708944726236	0.253584617771786	-8.58525831098178	9.06325522949881e-18	9.46110678754645e-17	 protein_coding	NO
ENSG00000174145	15.9219252439191	-2.52008395265367	0.289934002587523	-8.69192274849835	3.56356369838348e-18	3.84774781423034e-17	 protein_coding	NO
ENSG00000174171	73.4414942998281	4.09154368282635	0.319131305404738	12.8208784708139	1.25273097164337e-37	5.06004575127436e-36	 lncRNA	NO
ENSG00000174236	64.8248140005257	-2.19017228490491	0.320446330515298	-6.83475539065457	8.21450712462055e-12	5.07272726457589e-11	 protein_coding	NO
ENSG00000174279	3.64032359432005	-2.1754106716471	0.423540237153254	-5.13625502565874	2.80267273421007e-07	1.05329523106742e-06	 protein_coding	NO
ENSG00000174325	2.71839262590146	3.61188754884558	0.479084608337612	7.53914337047597	4.73068650508445e-14	3.63335866121117e-13	 protein_coding	NO
ENSG00000174358	342.161932644268	-5.41967083978504	0.460765333923906	-11.76232333633	6.10313914216053e-32	1.68723195246323e-30	 protein_coding	NO
ENSG00000174403	15.9987914972419	-3.29103450378007	0.326905437524402	-10.0672369621702	7.71140193899674e-24	1.2585671046775e-22	 lncRNA	NO
ENSG00000174407	0.716344579387923	-2.67496233572936	0.455046938197082	-5.8784316763622	4.14171688790191e-09	1.93550791029525e-08	 lncRNA	NO
ENSG00000174450	5.7198391656818	5.28854024429722	0.623069126404947	8.48788684942813	2.10428301721818e-17	2.13913699826211e-16	 protein_coding	NO
ENSG00000174502	34.93621235958	5.50872258982642	0.490381363264859	11.2335480148562	2.79043630680636e-29	6.53727472608269e-28	 protein_coding	NO
ENSG00000174514	514.791705230984	-2.11873095591679	0.200583117340642	-10.5628578516837	4.42966518526736e-26	8.4626008045476e-25	 protein_coding	NO
ENSG00000174576	4.17394132181979	-2.60185404476429	0.273785181589914	-9.50326832758047	2.03403933377814e-21	2.77786624271273e-20	 protein_coding	NO
ENSG00000174611	8.23364068990029	-2.31031929454644	0.260723379196563	-8.86118959360626	7.91651018906292e-19	8.96329977164323e-18	 protein_coding	NO
ENSG00000174640	1033.48390188525	-2.19887055839647	0.168001076327637	-13.0884313747384	3.83444985925619e-39	1.71247031949657e-37	 protein_coding	NO
ENSG00000174672	205.275482436545	2.68050805065326	0.285923624366264	9.37490931920887	6.92352582769509e-21	9.10069611682729e-20	 protein_coding	NO
ENSG00000174697	10.8331675378787	-2.58416078446389	0.447788146466194	-5.7709450436714	7.88281822875264e-09	3.56631849197088e-08	 protein_coding	NO
ENSG00000174827	52.2707854028565	-2.50487228736547	0.248450678022394	-10.0819700203825	6.63816374401341e-24	1.09122468795935e-22	 protein_coding	NO
ENSG00000174844	12.0259777234843	2.11011765578868	0.270875689526769	7.78998535998244	6.70169595948014e-15	5.57201644588859e-14	 protein_coding	NO
ENSG00000174939	312.7458929666	2.42784748522824	0.18968642912781	12.7992682259434	1.65503437611872e-37	6.61981457093808e-36	 protein_coding	NO
ENSG00000174944	105.339643946835	-2.57066336386119	0.198824363409231	-12.929317714299	3.07535817703319e-38	1.29449214108836e-36	 protein_coding	NO
ENSG00000174951	304.877741066555	2.86019969967636	0.141289268125314	20.2435736105558	4.0473120333137e-91	2.27303696906568e-88	 protein_coding	NO
ENSG00000174990	3.47235245522112	2.15723082292532	0.348298448911402	6.19362741828938	5.87951164635557e-10	3.02330639003243e-09	 protein_coding	NO
ENSG00000174992	5408.03170681368	-4.6559566951428	0.444348982892848	-10.478153150776	1.08848551067194e-25	2.02476084240147e-24	 protein_coding	NO
ENSG00000175063	2860.13174422083	2.1037867989846	0.12512526808436	16.8134448876164	1.94530637770664e-63	3.40827653304346e-61	 protein_coding	NO
ENSG00000175065	37.8823441027384	2.46537594695924	0.192647677776917	12.7973302113411	1.69685188682366e-37	6.78046136998015e-36	 protein_coding	NO
ENSG00000175084	11267.8349763494	-3.74949954478215	0.382030007804407	-9.81467284816492	9.73532552102698e-23	1.46201053374016e-21	 protein_coding	NO
ENSG00000175097	0.880671487152525	2.24410968552855	0.635998379161043	3.52848334061605	0.000417948253496274	0.000982232301337933	 protein_coding	NO
ENSG00000175161	15.7987298800448	-3.95566253140581	0.419978214179773	-9.41873268148279	4.5656519575926e-21	6.07538458154435e-20	 protein_coding	NO
ENSG00000175315	24.0854637524542	2.92942867537857	0.353398219677238	8.28931361921983	1.1390384752818e-16	1.09852503904031e-15	 protein_coding	NO
ENSG00000175329	896.826445172596	-2.48477020453276	0.245572757007814	-10.1182648873943	4.58470918729852e-24	7.62840532714549e-23	 protein_coding	NO
ENSG00000175356	191.335772787125	-2.59004436000036	0.202867295579053	-12.7671853297373	2.50033485846406e-37	9.88512329096525e-36	 protein_coding	NO
ENSG00000175426	786.319502680612	2.36244227788008	0.405739117994875	5.82256472965942	5.79513432815363e-09	2.66415022634719e-08	 protein_coding	NO
ENSG00000175592	574.711691224713	3.01033067246	0.225685771211572	13.3385931080162	1.3804010209025e-40	6.6659223857433e-39	 protein_coding	NO
ENSG00000175600	109.061784048658	-2.15989000446782	0.170696479831017	-12.6533951174976	1.07142689352601e-36	4.05224721224901e-35	 protein_coding	NO
ENSG00000175604	2.6743305843626	2.68502693990201	0.548278238772213	4.89719771828757	9.72130124204194e-07	3.42871566002439e-06	 lncRNA	NO
ENSG00000175728	0.892166698474315	2.37678391423064	0.600832451204116	3.95581814775047	7.62731667982715e-05	0.000202620831490672	 lncRNA	NO
ENSG00000175746	2.53449772481985	3.02394169678725	0.454437035731387	6.65425891602433	2.84731051806328e-11	1.67312651024163e-10	 lncRNA	NO
ENSG00000175785	88.0749236210568	-4.53602658589985	0.356219679941127	-12.733789965365	3.83749465564511e-37	1.49695153084813e-35	 protein_coding	NO
ENSG00000175832	3733.98487732744	5.310034814406	0.151380778834615	35.0773384526397	1.49390847380262e-269	2.04157532029866e-265	 protein_coding	NO
ENSG00000175874	44.3814698474672	2.58641226891049	0.312365315492102	8.28008789911852	1.23084394703576e-16	1.18150644206443e-15	 protein_coding	NO
ENSG00000175877	10.8921893431174	2.47706659121871	0.24116052837665	10.2714428762155	9.47764051907151e-25	1.65628433930475e-23	 protein_coding	NO
ENSG00000175894	58.6623769665406	3.16634316685925	0.30957323585563	10.2280908041284	1.48416388095834e-24	2.55662818451807e-23	 protein_coding	NO
ENSG00000175906	104.374030357317	-2.27760916106992	0.176809307239683	-12.8817266275604	5.70449150569379e-38	2.35047982663753e-36	 protein_coding	NO
ENSG00000175920	112.817156195929	2.23213285981467	0.222252409367282	10.0432335746964	9.83946978703022e-24	1.5900614202943e-22	 protein_coding	NO
ENSG00000176043	12.4202730366878	3.74811699638424	0.422749688996697	8.86604317859955	7.57910942600463e-19	8.59077490316112e-18	 processed_pseudogene	NO
ENSG00000176165	11.4766940157191	3.71885747338254	0.695293260246427	5.34861717495219	8.8628787440705e-08	3.5491336467025e-07	 protein_coding	NO
ENSG00000176244	35.2888716727346	2.07867970267579	0.181123475449383	11.4765890921561	1.72970397388702e-30	4.37473186436892e-29	 protein_coding	NO
ENSG00000176343	39.2598058835058	5.11914677714791	0.467295586895325	10.9548365546508	6.29919802520025e-28	1.35211790909508e-26	 processed_pseudogene	NO
ENSG00000176349	3.04183794797933	2.88987087849319	0.62533980831149	4.6212808461631	3.81378070565653e-06	1.23798401718532e-05	 lncRNA	NO
ENSG00000176387	5397.23461152377	-2.41669085759204	0.172012716268391	-14.0494895378623	7.75912902052195e-45	4.96269534451418e-43	 protein_coding	NO
ENSG00000176399	16.1849303842782	-3.42645797761735	0.307299869135957	-11.1502096868821	7.14378236298528e-29	1.62621204507313e-27	 protein_coding	NO
ENSG00000176402	20.6965655689203	2.57111812998466	0.238762629257006	10.7685115463237	4.84774804799286e-27	9.88795892893589e-26	 protein_coding	NO
ENSG00000176472	139.990015630081	-2.16124898545443	0.110509537243226	-19.5571263745104	3.58732988880753e-85	1.73027471507448e-82	 protein_coding	NO
ENSG00000176515	1.68452643370846	2.15206786225719	0.501680459270724	4.28971833063934	1.78899865776325e-05	5.25095697100356e-05	 lncRNA	NO
ENSG00000176533	132.214535839396	-2.57579313129283	0.186453962202173	-13.8146333865508	2.08010520924588e-43	1.21308895261255e-41	 protein_coding	NO
ENSG00000176641	342.012475927296	-2.73838906592317	0.198566841561399	-13.7907671008426	2.89663312536615e-43	1.6655843600808e-41	 protein_coding	NO
ENSG00000176842	37.7397753375341	4.53893914816878	0.297456927274336	15.2591475672128	1.43105577962e-52	1.40359868069045e-50	 protein_coding	NO
ENSG00000176857	1.52284201508127	2.58794744784454	0.718786726194974	3.60043856338903	0.000317680888231749	0.000761832069239894	 processed_pseudogene	NO
ENSG00000176928	72.0196691247463	-2.22187448368556	0.221084366662469	-10.0498941522976	9.1966148650245e-24	1.4885227644543e-22	 protein_coding	NO
ENSG00000176998	3.85213866577283	-2.17515473686285	0.283662331920245	-7.66811272451369	1.74545461494325e-14	1.39656807774089e-13	 unprocessed_pseudogene	DDG
ENSG00000177098	80.6442764401243	-2.1217665293204	0.182762070803013	-11.6094467522602	3.68995306675235e-31	9.7224097577579e-30	 protein_coding	NO
ENSG00000177103	28.3383783414818	-2.24620664241892	0.303197289014698	-7.40839949367102	1.27832736459511e-13	9.44644291522539e-13	 protein_coding	NO
ENSG00000177108	3.17135119316603	-2.77538588742524	0.521393719902292	-5.32301364877456	1.02062083994888e-07	4.06128440223469e-07	 protein_coding	NO
ENSG00000177238	181.242268834427	5.56914110829816	0.44066794781671	12.6379536698561	1.30403733566948e-36	4.8869216350802e-35	 protein_coding	NO
ENSG00000177272	27.2241306142007	-2.12819062250908	0.25519985187935	-8.33930978735528	7.47254119810552e-17	7.32741554747501e-16	 protein_coding	NO
ENSG00000177452	5.66122389485501	2.61441983333701	0.424105082880699	6.16455670745274	7.06808646461739e-10	3.60330028446137e-09	 processed_pseudogene	NO
ENSG00000177508	45.788950697318	3.39906139481574	0.34494319761369	9.85397427266394	6.58859723057996e-23	1.0008125574632e-21	 protein_coding	NO
ENSG00000177511	4.75122339670183	-2.89211238818173	0.492806001312051	-5.86866308543675	4.39323134854825e-09	2.04697918885988e-08	 protein_coding	NO
ENSG00000177675	300.429013166303	-3.02988662712628	0.192376256790396	-15.7497951029762	6.89042042752699e-56	8.30863107905151e-54	 protein_coding	NO
ENSG00000177725	2.00444659541065	2.75160393147563	0.781188328239701	3.52233108458748	0.000427769546569161	0.00100353031988112	 lncRNA	NO
ENSG00000177800	1.15481623281146	2.3339692648526	0.464711098715121	5.02240912968464	5.1027341417005e-07	1.86222088607297e-06	 lncRNA	NO
ENSG00000177803	3.8725891835018	3.25803990822501	0.522397128724351	6.23671097921395	4.46866499969519e-10	2.3302763629802e-09	 processed_pseudogene	NO
ENSG00000177822	10.5443253197974	2.16039045266817	0.376595406419047	5.73663516825867	9.65759794253474e-09	4.32818321434236e-08	 lncRNA	NO
ENSG00000177984	883.335286797425	3.01527861254846	0.495757377078042	6.08216589800497	1.18569788324863e-09	5.88513823455535e-09	 protein_coding	NO
ENSG00000177992	0.885411091573657	-2.69282480041282	0.438845920067875	-6.13615092968467	8.45448387682163e-10	4.26868140371839e-09	 protein_coding	NO
ENSG00000178021	2.93490968785134	2.12457309245666	0.757095374155058	2.80621592071903	0.00501270903771544	0.00961410203631444	 protein_coding	NO
ENSG00000178031	165.485555225177	-2.0947855878261	0.188337241438283	-11.1225245300864	9.74741282518401e-29	2.19694574495269e-27	 protein_coding	NO
ENSG00000178084	6.82013422046943	-2.36314098916006	0.573044273706705	-4.12383666950237	3.72613163087979e-05	0.000104204600684045	 protein_coding	NO
ENSG00000178233	9.54468587034421	-3.25699987004913	0.241277839707885	-13.4989598464259	1.58599484420051e-41	8.14819757174592e-40	 protein_coding	NO
ENSG00000178235	0.752593993250999	-2.07805331783485	0.531889108470014	-3.90692963014866	9.34763624674405e-05	0.00024451884823838	 protein_coding	NO
ENSG00000178343	61.3316689713843	-2.15859056671583	0.289035955748281	-7.46824235458004	8.12730568710472e-14	6.11831212926771e-13	 protein_coding	NO
ENSG00000178363	23.9580203327231	2.2571353422784	0.342761987382822	6.58513903339421	4.54459917119455e-11	2.60915105476312e-10	 protein_coding	NO
ENSG00000178372	1.82472305457905	2.58893262588363	0.722169438456227	3.58493794949002	0.00033715835613084	0.000804306894254171	 protein_coding	NO
ENSG00000178403	13.5464267943138	5.79291180769226	0.61346250906319	9.44297609407058	3.62338755621982e-21	4.85462885718629e-20	 protein_coding	NO
ENSG00000178462	314.711802170982	-2.6256531064644	0.228893370011168	-11.4710754022115	1.84353871831068e-30	4.6540271165826e-29	 protein_coding	NO
ENSG00000178473	42.9625347072554	-2.01125057687182	0.351073909681221	-5.72885230548194	1.01112378666612e-08	4.52012354222414e-08	 protein_coding	NO
ENSG00000178596	2.67313340161476	3.69813462353246	0.59022753011357	6.26560848969697	3.71372334052266e-10	1.95374348151864e-09	 processed_pseudogene	NO
ENSG00000178597	4.81706834468336	2.99819219688715	0.620561618751606	4.83141739078008	1.35564466025571e-06	4.69097904972685e-06	 protein_coding	NO
ENSG00000178752	89.8746412024838	3.35643431692854	0.263946979639976	12.7163202303232	4.79934508068317e-37	1.86505734234927e-35	 protein_coding	NO
ENSG00000178773	1040.59441948753	5.68993661927353	0.232765320949305	24.4449499438654	5.69484770665721e-132	1.37339627222078e-128	 protein_coding	NO
ENSG00000178776	20.5611708991741	6.32465778033976	0.476813106863927	13.2644377624978	3.72201870803758e-40	1.74794184412514e-38	 protein_coding	NO
ENSG00000178934	5.11710947447315	2.65005171445217	0.398400058257618	6.65173525837832	2.89657386455213e-11	1.70061199053284e-10	 protein_coding	NO
ENSG00000178965	2.87998744363908	-2.27964910508427	0.428711689890591	-5.31744097219754	1.05236807969291e-07	4.18088895606205e-07	 protein_coding	NO
ENSG00000179031	14.0053330232676	2.47864350926034	0.275305030647586	9.0032626844121	2.19107290864182e-19	2.58576877111391e-18	 processed_pseudogene	NO
ENSG00000179038	3.30120642184437	2.78632043925783	0.591660528458235	4.70932283841631	2.48541136440908e-06	8.29914441424039e-06	 transcribed_processed_pseudogene	NO
ENSG00000179046	0.970256056069821	2.06622696973846	0.669321604750549	3.08704657831645	0.00202155917592908	0.00417909858283282	 protein_coding	NO
ENSG00000179058	11.1623250419144	2.40063747305603	0.266416868757578	9.01083134957363	2.04500299110991e-19	2.42455270762071e-18	 protein_coding	NO
ENSG00000179066	7.84202296418699	3.33228082180876	0.472974303570611	7.0453739170447	1.84964129371033e-12	1.22013827448972e-11	 lncRNA	NO
ENSG00000179111	6.36376697830967	3.29196449727102	0.418996339743229	7.85678581175295	3.9411593858677e-15	3.34394976204065e-14	 protein_coding	NO
ENSG00000179148	10.7076835489426	3.29874386263083	0.345398053603752	9.55055718529096	1.29000602706828e-21	1.79401855826817e-20	 protein_coding	NO
ENSG00000179219	1.49046729231183	2.27090608102613	0.53030223386655	4.28228646986542	1.84982616245987e-05	5.418244838789e-05	 lncRNA	NO
ENSG00000179270	0.743877850560555	-2.90851432163879	0.525795392261953	-5.53164665275301	3.1723846807849e-08	1.34416522470876e-07	 protein_coding	NO
ENSG00000179284	7.91154112978386	-2.89319806477159	0.247892399215047	-11.6711850542127	1.78913471106061e-31	4.82889696405943e-30	 protein_coding	NO
ENSG00000179314	342.957176932208	-3.08166953654832	0.229615801273349	-13.4209820032364	4.5563526518464e-41	2.27806519537072e-39	 protein_coding	NO
ENSG00000179431	167.52502860403	2.90954799133597	0.158858559890903	18.3153365694245	6.24396791361912e-75	2.16940844510641e-72	 protein_coding	NO
ENSG00000179520	8.74533611393466	-5.27087637582211	0.423953115247596	-12.4326869794171	1.73696100919742e-35	6.04515513200984e-34	 protein_coding	NO
ENSG00000179546	309.667653767562	4.39879937501382	0.242177829407079	18.1635097885853	1.00396124758013e-73	3.24097663214883e-71	 protein_coding	NO
ENSG00000179603	519.780915605058	2.18748375779457	0.293447410461438	7.45443196910414	9.02558327442174e-14	6.75978924159194e-13	 protein_coding	NO
ENSG00000179639	28.935904683054	-2.39006240856559	0.250687671120805	-9.53402454089508	1.51301241215174e-21	2.09138512722175e-20	 protein_coding	NO
ENSG00000179674	364.95101578067	-2.35286023156911	0.173387996643448	-13.5699141642861	6.03927180500226e-42	3.1948137478901e-40	 protein_coding	NO
ENSG00000179698	72.6499550543729	2.43872066038464	0.237192618082515	10.2816043774864	8.52957534277773e-25	1.49698428896918e-23	 protein_coding	NO
ENSG00000179796	1.5264164916415	-3.222571973408	0.377250484776225	-8.54226065559476	1.3162112019336e-17	1.35890271611367e-16	 protein_coding	NO
ENSG00000179846	27.9161963624883	3.22623152466872	0.251270887231671	12.8396550838544	9.83114968995414e-38	4.01052213919144e-36	 protein_coding	NO
ENSG00000179914	3291.57000517791	-2.24023266117088	0.422630433821954	-5.30068940116756	1.15366212338879e-07	4.55882792623554e-07	 protein_coding	NO
ENSG00000179915	37.818842997849	-4.33392796390055	0.407586088633653	-10.6331596802755	2.08912281474536e-26	4.06694478437465e-25	 protein_coding	NO
ENSG00000179934	14.5244301578821	2.17254854692222	0.241016272739777	9.01411561230102	1.98465277443221e-19	2.35709138024832e-18	 protein_coding	NO
ENSG00000180155	122.268921500875	-2.51962759366461	0.222505004116542	-11.3239142807993	9.99090710710552e-30	2.41229216476509e-28	 protein_coding	NO
ENSG00000180176	42.7033559296779	3.24814699109366	0.317238935357304	10.2388030883892	1.32869902308085e-24	2.2964267268867e-23	 protein_coding	NO
ENSG00000180178	34.6894760121378	5.21942998895049	0.626087027449161	8.33658862125891	7.64645128134745e-17	7.4907815921788e-16	 transcribed_unprocessed_pseudogene	DDG
ENSG00000180205	0.520066350357131	2.04769941290917	0.568435131949348	3.60234492524582	0.000315359533086435	0.000756840726890925	 protein_coding	NO
ENSG00000180210	21.2536741531085	3.48987274296157	0.376057048087797	9.28016842313457	1.69210876711691e-20	2.17402304087305e-19	 protein_coding	NO
ENSG00000180211	72.4771549781111	2.26845672820303	0.26119036822965	8.68507037062141	3.78507985929606e-18	4.07619396037352e-17	 processed_pseudogene	DDG
ENSG00000180230	2.27435247353085	2.62318263609768	0.490690593811183	5.34589957334108	8.99690846228958e-08	3.60245388355258e-07	 processed_pseudogene	NO
ENSG00000180287	2.39662897410392	-2.72295277458297	0.44062630235356	-6.17973271236555	6.42102200221204e-10	3.28650511918464e-09	 protein_coding	NO
ENSG00000180305	3.54465910131601	3.85163625782046	0.44546113979979	8.64640237653852	5.31484678096948e-18	5.65381651079882e-17	 protein_coding	NO
ENSG00000180318	4.63380749441844	2.94544686301799	0.687402132918877	4.28489631027315	1.82824435936061e-05	5.36039206501226e-05	 protein_coding	NO
ENSG00000180347	13.3439823811399	-2.02795623212233	0.332982558601519	-6.09027764288756	1.12715037242339e-09	5.61152531495009e-09	 protein_coding	NO
ENSG00000180389	50.7280150051639	2.04086182074919	0.228469103075989	8.93276943478174	4.15474959753596e-19	4.80226738087903e-18	 processed_pseudogene	NO
ENSG00000180438	43.0268856016165	3.94866829600508	0.381168375567069	10.359380654627	3.79410764883577e-25	6.80449804842383e-24	 transcribed_processed_pseudogene	DDG
ENSG00000180440	1.56658271654153	-2.23450554068217	0.63940673252871	-3.49465438351767	0.000474675994951429	0.00110484651078793	 protein_coding	NO
ENSG00000180537	49.7308035338764	3.48598237566587	0.389333650963953	8.95371455057869	3.43716884428945e-19	3.99537987746467e-18	 protein_coding	NO
ENSG00000180616	49.1276386400069	-2.35315297263666	0.193495733808565	-12.1612654001186	4.99784577307327e-34	1.57981249810685e-32	 protein_coding	NO
ENSG00000180660	6.91809426544838	-3.18647109808684	0.307474959522649	-10.3633515491271	3.63980074767233e-25	6.53633600758083e-24	 protein_coding	NO
ENSG00000180662	4.41131004915745	2.69480418419279	0.507040018069444	5.31477612842724	1.06788533636586e-07	4.23825392258739e-07	 processed_pseudogene	NO
ENSG00000180720	11.7135120337022	-2.01335200282306	0.28652108681897	-7.02688945227665	2.11188554386999e-12	1.38289544046609e-11	 protein_coding	NO
ENSG00000180730	136.667219733601	3.18367517175677	0.217458781010328	14.6403615295055	1.55240567259165e-48	1.22867814217977e-46	 protein_coding	NO
ENSG00000180772	0.888358269157415	-2.33943252100417	0.722658079825008	-3.23726058881216	0.00120683154499871	0.00259834469498253	 protein_coding	NO
ENSG00000180869	29.5953407711374	2.88973831006846	0.27008214804395	10.6994791436501	1.0235191220963e-26	2.04594036897631e-25	 lncRNA	NO
ENSG00000180875	246.860676722187	-3.81990162439869	0.294296074695023	-12.9797912811349	1.59314126058946e-38	6.8108034829663e-37	 protein_coding	NO
ENSG00000180914	77.9015024660948	2.8395126899997	0.190557929706232	14.901047121876	3.24454489741806e-50	2.83624417280055e-48	 protein_coding	NO
ENSG00000180999	12.6926910890388	4.12521062830933	0.348136221183131	11.849415192392	2.16697764267876e-32	6.17385332832133e-31	 protein_coding	NO
ENSG00000181072	80.4712069304983	-3.44648076708288	0.512363873927334	-6.72662719302429	1.73640867599557e-11	1.04047475735847e-10	 protein_coding	NO
ENSG00000181085	223.977522146502	4.34319328871132	0.237759804147397	18.2671469817447	1.51149197305899e-74	5.16401232595605e-72	 protein_coding	NO
ENSG00000181092	75.0095756075357	-2.32242866002819	0.828411328876429	-2.80347283900389	0.0050555490307784	0.00968901454580464	 protein_coding	NO
ENSG00000181143	51.8916285801371	3.94568860777369	0.437919444178593	9.01007858916753	2.0590888255449e-19	2.43984172455751e-18	 protein_coding	NO
ENSG00000181195	26.4679025781863	-3.13536990993648	0.445228637184136	-7.04215687869099	1.89286531578226e-12	1.24764778483024e-11	 protein_coding	NO
ENSG00000181260	1.66116630129294	2.41385535941771	0.46083004921428	5.23805980867211	1.62273479782668e-07	6.28579754736377e-07	 processed_pseudogene	NO
ENSG00000181333	49.1415377835393	2.30480048612648	0.327204962243543	7.04390443935562	1.869263670481e-12	1.23268573206338e-11	 protein_coding	NO
ENSG00000181355	5.01851216301026	4.30003083020474	0.552956655281505	7.77643381110159	7.45975858708021e-15	6.1710085260919e-14	 transcribed_unitary_pseudogene	DDG
ENSG00000181374	108.397505146483	-2.56621385360787	0.303873363596793	-8.44501085331374	3.04017207547972e-17	3.05492585172838e-16	 protein_coding	NO
ENSG00000181418	111.295230929386	4.65615519197977	0.210345341207282	22.1357657139239	1.4306253001916e-108	1.36401804784314e-105	 protein_coding	NO
